Country,Year,Happiness Rank,Happiness Score,Economy,Family,Health,Freedom,Trust,Generosity
Switzerland,2015,1,7.587,1.39651,1.34951,0.94143,0.66557,0.41978,0.29678
Iceland,2015,2,7.561,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363
Denmark,2015,3,7.527,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139
Norway,2015,4,7.522,1.459,1.33095,0.88521,0.66973,0.36503,0.34699
Canada,2015,5,7.427,1.32629,1.32261,0.90563,0.63297,0.32957,0.45811
Finland,2015,6,7.406,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351
Netherlands,2015,7,7.378,1.32944,1.28017,0.89284,0.61576,0.31814,0.4761
Sweden,2015,8,7.364,1.33171,1.28907,0.91087,0.6598,0.43844,0.36262
New Zealand,2015,9,7.286,1.25018,1.31967,0.90837,0.63938,0.42922,0.47501
Australia,2015,10,7.284,1.33358,1.30923,0.93156,0.65124,0.35637,0.43562
Israel,2015,11,7.278,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172
Costa Rica,2015,12,7.226,0.95578,1.23788,0.86027,0.63376,0.10583,0.25497
Austria,2015,13,7.2,1.33723,1.29704,0.89042,0.62433,0.18676,0.33088
Mexico,2015,14,7.187,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074
United States,2015,15,7.119,1.39451,1.24711,0.86179,0.54604,0.1589,0.40105
Brazil,2015,16,6.983,0.98124,1.23287,0.69702,0.49049,0.17521,0.14574
Luxembourg,2015,17,6.946,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034
Ireland,2015,18,6.94,1.33596,1.36948,0.89533,0.61777,0.28703,0.45901
Belgium,2015,19,6.937,1.30782,1.28566,0.89667,0.5845,0.2254,0.2225
United Arab Emirates,2015,20,6.901,1.42727,1.12575,0.80925,0.64157,0.38583,0.26428
United Kingdom,2015,21,6.867,1.26637,1.28548,0.90943,0.59625,0.32067,0.51912
Venezuela,2015,23,6.81,1.04424,1.25596,0.72052,0.42908,0.11069,0.05841
Singapore,2015,24,6.798,1.52186,1.02,1.02525,0.54252,0.4921,0.31105
Panama,2015,25,6.786,1.06353,1.1985,0.79661,0.5421,0.0927,0.24434
Germany,2015,26,6.75,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214
Chile,2015,27,6.67,1.10715,1.12447,0.85857000000000006,0.44132,0.12869,0.33363
France,2015,29,6.575,1.27778,1.26038,0.94579,0.55011,0.20646,0.12332
Argentina,2015,30,6.574,1.05351,1.24823,0.78723,0.44974,0.08484,0.11451
Czech Republic,2015,31,6.505,1.17898,1.20643,0.84483,0.46364,0.02652,0.10686
Uruguay,2015,32,6.485,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324
Colombia,2015,33,6.477,0.91861,1.24018,0.69077,0.53466,0.0512,0.18401
Thailand,2015,34,6.455,0.9669,1.26504,0.7385,0.55664,0.03187,0.5763
Saudi Arabia,2015,35,6.411,1.39541,1.08393,0.72025,0.31048,0.32524,0.13706
Spain,2015,36,6.329,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227
Malta,2015,37,6.302,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752
Kuwait,2015,39,6.295,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228
El Salvador,2015,42,6.13,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692
Guatemala,2015,43,6.123,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489
Uzbekistan,2015,44,6.003,0.63244,1.34043,0.59772,0.65821,0.30826,0.22837
Slovakia,2015,45,5.995,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893
Japan,2015,46,5.987,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705
South Korea,2015,47,5.984,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557
Ecuador,2015,48,5.975,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541
Bahrain,2015,49,5.96,1.32376,1.21624,0.74716,0.45492,0.306,0.17362
Italy,2015,50,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823
Bolivia,2015,51,5.89,0.68133,0.97841,0.5392,0.57414,0.088,0.20536
Moldova,2015,52,5.889,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951
Paraguay,2015,53,5.878,0.75985,1.30477,0.66098,0.53899,0.08242,0.3424
Kazakhstan,2015,54,5.855,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827
Slovenia,2015,55,5.848,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328
Lithuania,2015,56,5.833,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641
Nicaragua,2015,57,5.828,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815
Peru,2015,58,5.824,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982
Belarus,2015,59,5.813,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046
Poland,2015,60,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759
Malaysia,2015,61,5.77,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075
Croatia,2015,62,5.759,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444
Libya,2015,63,5.754,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295
Russia,2015,64,5.716,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199
Jamaica,2015,65,5.709,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123
Cyprus,2015,67,5.689,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638
Algeria,2015,68,5.605,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822
Kosovo,2015,69,5.589,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831
Turkmenistan,2015,70,5.548,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979
Mauritius,2015,71,5.477,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744
Estonia,2015,73,5.429,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868
Indonesia,2015,74,5.399,0.82827,1.08708,0.63793,0.46611,0,0.51535
Vietnam,2015,75,5.36,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686
Turkey,2015,76,5.332,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253
Kyrgyzstan,2015,77,5.286,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003
Nigeria,2015,78,5.268,0.65435,0.90432,0.16007,0.34334,0.0403,0.27233
Azerbaijan,2015,80,5.212,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799
Pakistan,2015,81,5.194,0.59543,0.41411,0.51466,0.12102,0.10464,0.33671
Jordan,2015,82,5.192,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053
Montenegro,2015,82,5.192,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614
China,2015,84,5.14,0.89012,0.94675,0.81658,0.51697,0.02781,0.08185
Zambia,2015,85,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591
Romania,2015,86,5.124,1.04345,0.88588,0.7689,0.35068,0.00649,0.13748
Serbia,2015,87,5.123,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231
Portugal,2015,88,5.102,1.15991,1.13935,0.87519,0.51469,0.01078,0.13719
Latvia,2015,89,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226
Philippines,2015,90,5.073,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991
Morocco,2015,92,5.013,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172
Albania,2015,95,4.959,0.87867,0.80434,0.81325,0.35733,0.06413,0.14272
Bosnia and Herzegovina,2015,96,4.949,0.83223,0.91916,0.79081,0.09245,0.00227,0.24808
Dominican Republic,2015,98,4.885,0.89537,1.17202,0.66825,0.57672,0.14234,0.21684
Mongolia,2015,100,4.874,0.82819,1.3006,0.60268,0.43626,0.02666,0.3323
Greece,2015,102,4.857,1.15406,0.92933,0.88213,0.07699,0.01397,0
Lebanon,2015,103,4.839,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854
Hungary,2015,104,4.8,1.12094,1.20215,0.75905,0.32112,0.02758,0.128
Honduras,2015,105,4.788,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027
Tajikistan,2015,106,4.786,0.39047,0.85563,0.57379,0.47216,0.15072,0.22974
Tunisia,2015,107,4.739,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431
Palestinian Territories,2015,108,4.715,0.59867,0.92558,0.66015,0.24499,0.12905,0.11251
Bangladesh,2015,109,4.694,0.39753,0.43106,0.60164,0.4082,0.12569,0.21222
Iran,2015,110,4.686,1.0088,0.54447,0.69805,0.30033,0.05863,0.38086
Ukraine,2015,111,4.681,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275
Iraq,2015,112,4.677,0.98549,0.81889,0.60237,0,0.13788,0.17922
South Africa,2015,113,4.642,0.92049,1.18468,0.27688,0.33207,0.08884,0.11973
Ghana,2015,114,4.633,0.54558,0.67954,0.40132,0.42342,0.04355,0.23087
Zimbabwe,2015,115,4.61,0.271,1.03276,0.33475,0.25861,0.08079,0.18987
Liberia,2015,116,4.571,0.0712,0.78968,0.34201,0.28531,0.06232,0.24362
India,2015,117,4.565,0.64499,0.38174,0.51529,0.39786,0.08492,0.26475
Haiti,2015,119,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187
Nepal,2015,121,4.514,0.35997,0.86449,0.56874,0.38282,0.05907,0.32296
Ethiopia,2015,122,4.512,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325
Sierra Leone,2015,123,4.507,0.33024,0.95571,0,0.4084,0.08786,0.21488
Mauritania,2015,124,4.436,0.45407,0.86908,0.35874,0.24232,0.17461,0.219
Kenya,2015,125,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542
Armenia,2015,127,4.35,0.76821,0.77711,0.7299,0.19847,0.039,0.07855
Botswana,2015,128,4.332,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461
Myanmar,2015,129,4.307,0.27108,0.70905,0.48246,0.44017,0.19034,0.79588
Georgia,2015,130,4.297,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547
Malawi,2015,131,4.292,0.01604,0.41134,0.22562,0.43054,0.06977,0.33128
Sri Lanka,2015,132,4.271,0.83524,1.01905,0.70806,0.53726,0.09179,0.40828
Cameroon,2015,133,4.252,0.4225,0.88767,0.23402,0.49309,0.05786,0.20618
Bulgaria,2015,134,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921
Egypt,2015,135,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291
Yemen,2015,136,4.077,0.54649,0.68093,0.40064,0.35571,0.07854,0.09131
Mali,2015,138,3.995,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798
Congo (Brazzaville),2015,139,3.989,0.67866,0.6629,0.31051,0.41466,0.11686,0.12388
Uganda,2015,141,3.931,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066
Senegal,2015,142,3.904,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843
Gabon,2015,143,3.896,1.06024,0.90528,0.43372,0.31914,0.11091,0.06822
Niger,2015,144,3.845,0.0694,0.77265,0.29707,0.47692,0.15639,0.19387
Cambodia,2015,145,3.819,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359
Tanzania,2015,146,3.781,0.2852,1.00268,0.38215,0.32878,0.05747,0.34377
Madagascar,2015,147,3.681,0.20824,0.66801,0.46721,0.19184,0.08124,0.21333
Chad,2015,149,3.667,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386
Guinea,2015,150,3.656,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657
Ivory Coast,2015,151,3.655,0.46534,0.77115,0.15185,0.46866,0.17922,0.20165
Burkina Faso,2015,152,3.587,0.25812,0.85188,0.27125,0.39493,0.12832,0.21747
Afghanistan,2015,153,3.575,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651
Rwanda,2015,154,3.465,0.22208,0.7737,0.42864,0.59201,0.55191,0.22628
Benin,2015,155,3.34,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826
Burundi,2015,157,2.905,0.0153,0.41587,0.22396,0.1185,0.10062,0.19727
Togo,2015,158,2.839,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681000000000001
Denmark,2016,1,7.526,1.44178,1.16374,0.79504,0.57941,0.44453,0.36171
Switzerland,2016,2,7.509,1.52733,1.14524,0.86303,0.58557,0.41203,0.28083
Iceland,2016,3,7.501,1.42666,1.18326,0.86733,0.56624,0.14975,0.47678
Norway,2016,4,7.498,1.57744,1.1269,0.79579,0.59609,0.35776,0.37895
Finland,2016,5,7.413,1.40598,1.13464,0.81091,0.57104,0.41004,0.25492
Canada,2016,6,7.404,1.44015,1.0961,0.8276,0.5737,0.31329,0.44834
Netherlands,2016,7,7.339,1.46468,1.02912,0.81231,0.55211,0.29927,0.47416
New Zealand,2016,8,7.334,1.36066,1.17278,0.83096,0.58147,0.41904,0.49401
Australia,2016,9,7.313,1.44443,1.10476,0.8512,0.56837,0.32331,0.47407
Sweden,2016,10,7.291,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254
Israel,2016,11,7.267,1.33766,0.99537,0.84917,0.36432,0.08728,0.32288
Austria,2016,12,7.119,1.45038,1.08383,0.80565,0.54355,0.21348,0.32865
United States,2016,13,7.104,1.50796,1.04782,0.779,0.48163,0.14868,0.41077
Costa Rica,2016,14,7.087,1.06879,1.02152,0.76146,0.55225,0.10547,0.22553
Germany,2016,16,6.994,1.44787,1.09774,0.81487,0.53466,0.28551,0.30452
Brazil,2016,17,6.952,1.08754,1.03938,0.61415,0.40425,0.14166,0.15776
Belgium,2016,18,6.929,1.42539,1.05249,0.81959,0.51354,0.26248,0.2424
Ireland,2016,19,6.907,1.48341,1.16157,0.81455,0.54008,0.29754,0.44963
Luxembourg,2016,20,6.871,1.69752,1.03999,0.84542,0.5487,0.35329,0.27571
Mexico,2016,21,6.778,1.11508,0.7146,0.71143,0.37709,0.18355,0.11735
Singapore,2016,22,6.739,1.64555,0.86758,0.94719,0.4877,0.46987,0.32706
United Kingdom,2016,23,6.725,1.40283,1.08672,0.80991,0.50036,0.27399,0.50156
Chile,2016,24,6.705,1.2167,0.90587,0.81883,0.37789,0.11451,0.31595
Panama,2016,25,6.701,1.18306,0.98912,0.70835,0.48927,0.08423,0.2418
Argentina,2016,26,6.65,1.15137,1.06612,0.69711,0.42284,0.07296,0.10989
Czech Republic,2016,27,6.596,1.30915,1.00793,0.76376,0.41418,0.03986,0.09929
United Arab Emirates,2016,28,6.573,1.57352,0.87114,0.72993,0.56215,0.35561,0.26591
Uruguay,2016,29,6.545,1.18157,1.03143,0.72183,0.54388,0.21394,0.18056
Malta,2016,30,6.488,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237
Colombia,2016,31,6.481,1.03032,1.02169,0.59659,0.44735,0.05399,0.15626
France,2016,32,6.478,1.39488,1.00508,0.83795,0.46562,0.17808,0.1216
Thailand,2016,33,6.474,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696
Saudi Arabia,2016,34,6.379,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457
Spain,2016,37,6.361,1.34253,1.12945,0.87896,0.37545,0.06137,0.17665
Algeria,2016,38,6.355,1.05266,0.83309,0.61804,0.21006,0.16157,0.07044
Guatemala,2016,39,6.324,0.83454,0.87119,0.54039,0.50379,0.08701,0.28808
Kuwait,2016,41,6.239,1.61714,0.87758,0.63569,0.43166,0.23669,0.15965
Bahrain,2016,42,6.218,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147
Venezuela,2016,44,6.084,1.13367,1.03302,0.61904,0.19847,0.08304,0.0425
Slovakia,2016,45,6.078,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837
El Salvador,2016,46,6.068,0.8737,0.80975,0.596,0.37269,0.10613,0.08877
Malaysia,2016,47,6.005,1.25142,0.88025,0.62366,0.39031,0.09081,0.41474
Nicaragua,2016,48,5.992,0.69384,0.89521,0.65213,0.46582,0.16292,0.29773
Uzbekistan,2016,49,5.987,0.73591,1.1681,0.50163,0.60848,0.28333,0.34326
Italy,2016,50,5.977,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684
Ecuador,2016,51,5.976,0.97306,0.85974,0.68613,0.4027,0.18037,0.10074
Japan,2016,53,5.921,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224
Kazakhstan,2016,54,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011
Moldova,2016,55,5.897,0.69177,0.83132,0.52309,0.25202,0.01903,0.19997
Russia,2016,56,5.856,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736
Poland,2016,57,5.835,1.24585,1.04685,0.69058,0.4519,0.055,0.14443
South Korea,2016,57,5.835,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824
Bolivia,2016,59,5.822,0.79422,0.83779,0.4697,0.50961,0.07746,0.21698
Lithuania,2016,60,5.813,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025
Belarus,2016,61,5.802,1.13062,1.04993,0.63104,0.29091,0.17457,0.13942
Slovenia,2016,63,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738
Peru,2016,64,5.743,0.99602,0.81255,0.62994000000000006,0.37502,0.05292,0.14527
Turkmenistan,2016,65,5.658,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567
Mauritius,2016,66,5.648,1.14372,0.75695,0.66189,0.46145,0.05203,0.36951
Libya,2016,67,5.615,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087
Latvia,2016,68,5.56,1.21788,0.95025,0.63952,0.27996,0.0889,0.17445
Cyprus,2016,69,5.546,1.31857,0.70697,0.8488,0.29507,0.05228,0.27906
Paraguay,2016,70,5.538,0.89373,1.11111,0.58295,0.46235,0.07396,0.25296
Romania,2016,71,5.528,1.1697,0.72803,0.67602,0.36712,0.00679,0.12889
Estonia,2016,72,5.517,1.2796400000000001,1.05163,0.68098,0.41511,0.18519,0.08423
Jamaica,2016,73,5.51,0.89333,0.96372,0.59469,0.43597,0.04294,0.22245
Croatia,2016,74,5.488,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434
Kosovo,2016,77,5.401,0.90145,0.66062,0.54,0.14396,0.06547,0.27992
Turkey,2016,78,5.389,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707
Indonesia,2016,79,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521
Jordan,2016,80,5.303,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262
Azerbaijan,2016,81,5.291,1.12373,0.76042,0.54504,0.35327,0.17914,0.0564
Philippines,2016,82,5.279,0.81217,0.87877,0.47036,0.54854,0.11757,0.21674
China,2016,83,5.245,1.0278,0.79381,0.73561,0.44012,0.02745,0.04959
Kyrgyzstan,2016,85,5.185,0.56044,0.95434,0.55449,0.40212,0.04762,0.38432
Serbia,2016,86,5.177,1.03437,0.81329,0.6458,0.15718,0.04339,0.20737
Bosnia and Herzegovina,2016,87,5.163,0.93383,0.64367,0.70766,0.09511,0,0.29889
Montenegro,2016,88,5.161,1.07838,0.74173,0.63533,0.15111,0.12721,0.17191
Dominican Republic,2016,89,5.155,1.02787,0.99496,0.57669,0.52259,0.12372,0.21286
Morocco,2016,90,5.151,0.84058,0.38595,0.59471,0.25646,0.08404,0.04053
Hungary,2016,91,5.145,1.24142,0.93164,0.67608,0.1977,0.04472,0.099
Pakistan,2016,92,5.132,0.68816,0.26135,0.40306,0.14622,0.1388,0.31185
Lebanon,2016,93,5.129,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693
Portugal,2016,94,5.123,1.27607,0.94367,0.79363,0.44727,0.01521,0.11691
Vietnam,2016,96,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075
Tunisia,2016,98,5.045,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936
Greece,2016,99,5.033,1.24886,0.75473,0.80029,0.05822,0.04127,0
Tajikistan,2016,100,4.996,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998
Mongolia,2016,101,4.907,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539
Nigeria,2016,103,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219
Honduras,2016,104,4.871,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044
Iran,2016,105,4.813,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538
Zambia,2016,106,4.795,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866
Nepal,2016,107,4.793,0.44626,0.69699,0.50073,0.37012,0.07008,0.3816
Palestinian Territories,2016,108,4.754,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154
Albania,2016,109,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684
Bangladesh,2016,110,4.643,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132
Sierra Leone,2016,111,4.635,0.36485,0.628,0,0.30685,0.08196,0.23897
Iraq,2016,112,4.575,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589
Cameroon,2016,114,4.513,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268
Ethiopia,2016,115,4.508,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522
South Africa,2016,116,4.459,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656
Sri Lanka,2016,117,4.415,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978
India,2016,118,4.404,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028
Myanmar,2016,119,4.395,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971
Egypt,2016,120,4.362,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706
Armenia,2016,121,4.36,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793
Kenya,2016,122,4.356,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328
Ukraine,2016,123,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363
Ghana,2016,124,4.276,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203
Georgia,2016,126,4.252,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786
Congo (Brazzaville),2016,127,4.236,0.77109,0.47799,0.28212,0.37938,0.09753,0.12077
Senegal,2016,128,4.219,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103
Bulgaria,2016,129,4.217,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793
Mauritania,2016,130,4.201,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686
Zimbabwe,2016,131,4.193,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503
Malawi,2016,132,4.156,0.08709,0.147,0.29364,0.4143,0.07564,0.30968
Gabon,2016,134,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244
Mali,2016,135,4.073,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064
Haiti,2016,136,4.028,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958
Botswana,2016,137,3.974,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425
Ivory Coast,2016,139,3.916,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338
Cambodia,2016,140,3.907,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339
Niger,2016,142,3.856,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097
Chad,2016,144,3.763,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667
Burkina Faso,2016,145,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353
Uganda,2016,145,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102
Yemen,2016,147,3.724,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821
Madagascar,2016,148,3.695,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204
Tanzania,2016,149,3.666,0.47155,0.77623,0.357,0.3176,0.05099,0.31472
Liberia,2016,150,3.622,0.10706,0.50353,0.23165,0.25748,0.04852,0.24063
Guinea,2016,151,3.607,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914
Rwanda,2016,152,3.515,0.32846,0.61586,0.31865,0.5432,0.50521,0.23552
Benin,2016,153,3.484,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018
Afghanistan,2016,154,3.36,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268
Togo,2016,155,3.303,0.28123,0,0.24811,0.34678,0.11587,0.17517
Burundi,2016,157,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029
Norway,2017,1,7.537000179,1.616463184,1.53352356,0.796666503,0.635422587,0.315963835,0.362012237
Denmark,2017,2,7.521999836,1.482383013,1.551121593,0.792565525,0.626006722,0.400770068,0.355280489
Iceland,2017,3,7.504000187,1.48063302,1.610574007,0.833552122,0.627162635,0.153526559,0.475540221
Switzerland,2017,4,7.493999958,1.564979553,1.516911745,0.858131289,0.620070577,0.367007285,0.290549278
Finland,2017,5,7.468999863,1.443571925,1.540246725,0.80915767,0.617950857,0.382611543,0.245482773
Netherlands,2017,6,7.376999855,1.503944635,1.428939223,0.810696125,0.585384488,0.282661825,0.47048983
Canada,2017,7,7.315999985,1.479204416,1.481348991,0.834557652,0.611100912,0.287371516,0.435539722
New Zealand,2017,8,7.31400013,1.405706048,1.548195124,0.816759706,0.61406213,0.382816702,0.500005126
Sweden,2017,9,7.28399992,1.494387269,1.478162169,0.830875158,0.612924099,0.384398729,0.385399252
Australia,2017,10,7.28399992,1.484414935,1.510041952,0.843886793,0.601607382,0.30118373,0.47769925
Israel,2017,11,7.212999821,1.375382423,1.376289964,0.838404,0.405988604,0.0852421,0.330082655
Costa Rica,2017,12,7.078999996,1.109706283,1.416403651,0.759509265,0.58013165,0.100106589,0.214613229
Austria,2017,13,7.006000042,1.487097263,1.459944963,0.815328419,0.56776619,0.221060365,0.316472322
United States,2017,14,6.993000031,1.546259284,1.419920564,0.774286628,0.505740523,0.135638788,0.392578781
Ireland,2017,15,6.977000237,1.535706639,1.5582311150000001,0.809782624,0.573110342,0.298388153,0.427858323
Germany,2017,16,6.951000214,1.487923384,1.472520351,0.798950732,0.562511384,0.276731938,0.33626917
Belgium,2017,17,6.890999794,1.463780761,1.462312698,0.818091869,0.539770722,0.251343131,0.231503338
Luxembourg,2017,18,6.862999916,1.741943598,1.4575836659999999,0.845089495,0.596627891,0.318834424,0.283180982
United Kingdom,2017,19,6.714000225,1.44163394,1.49646008,0.805335939,0.508190036,0.265428066,0.492774159
Chile,2017,20,6.65199995,1.25278461,1.284024954,0.819479704,0.376895279,0.082287982,0.326662421
United Arab Emirates,2017,21,6.647999763,1.626343369,1.266410232,0.726798236,0.60834527,0.324489564,0.360941947
Brazil,2017,22,6.635000229,1.10735321,1.431306005,0.616552353,0.437453747,0.111092761,0.162349895
Czech Republic,2017,23,6.609000206,1.352682352,1.433885217,0.754444003,0.490946174,0.036872927,0.088106759
Argentina,2017,24,6.598999977,1.185295463,1.440451145,0.695137084,0.494519204,0.059739888,0.109457061
Mexico,2017,25,6.578000069,1.153183818,1.21086216,0.709978998,0.412730008,0.132774115,0.120990433
Singapore,2017,26,6.572000027,1.69227767,1.353814363,0.949492395,0.549840569,0.464307785,0.345965981
Malta,2017,27,6.52699995,1.343279839,1.488411665,0.821944237,0.588767052,0.153066069,0.574730575
Uruguay,2017,28,6.453999996,1.217559695,1.412227869,0.719216824,0.579392254,0.178061873,0.175096929
Guatemala,2017,29,6.453999996,0.872001946,1.255585194,0.54023999,0.531310618,0.077223279,0.283488393
Panama,2017,30,6.452000141,1.233748436,1.373192549,0.706156135,0.550026834,0.070983924,0.210556939
France,2017,31,6.441999912,1.430923462,1.387776852,0.844465852,0.470222116,0.172502428,0.129762307
Thailand,2017,32,6.423999786,1.127868772,1.425792456,0.647239029,0.580200732,0.031612735,0.57212311
Spain,2017,34,6.402999878,1.384397864,1.532090902,0.8889606,0.40878123,0.070914097,0.190133572
